#nR_H,a_s,e_s,MA_s,tcol
0.250,0.02016585,0.45,4.77580,1000000.00000
0.250,0.02016585,0.22,177.48019,1000000.00000
0.250,0.02016585,0.25,170.96398,1000000.00000
0.250,0.02016585,0.47,149.35352,1000000.00000
0.250,0.02016585,0.13,126.35404,1000000.00000
0.250,0.02016585,0.32,15.64565,1000000.00000
0.250,0.02016585,0.09,43.53341,1000000.00000
0.250,0.02016585,0.54,116.93640,119261.58310
0.250,0.02016585,0.36,67.85000,1000000.00000
0.250,0.02016585,0.59,18.45175,245546.37000
0.250,0.02016585,0.56,159.97465,301458.30392
0.250,0.02016585,0.53,63.83199,377343.16895
0.250,0.02016585,0.57,158.15340,1000000.00000
0.250,0.02016585,0.54,140.32521,591901.10424
0.250,0.02016585,0.33,14.44207,1000000.00000
0.250,0.02016585,0.44,117.49430,1000000.00000
0.250,0.02016585,0.02,169.10981,1000000.00000
0.250,0.02016585,0.22,67.72673,1000000.00000
0.250,0.02016585,0.36,32.62195,1000000.00000
0.250,0.02016585,0.41,60.02985,1000000.00000
0.250,0.02016585,0.10,15.14519,1000000.00000
0.250,0.02016585,0.31,43.64469,1000000.00000
0.250,0.02016585,0.46,94.62423,1000000.00000
0.250,0.02016585,0.19,74.27118,1000000.00000
0.250,0.02016585,0.15,31.19298,1000000.00000
0.250,0.02016585,0.08,24.75377,1000000.00000
0.250,0.02016585,0.31,45.43865,1000000.00000
0.250,0.02016585,0.48,5.61296,1000000.00000
0.250,0.02016585,0.30,134.68674,1000000.00000
0.250,0.02016585,0.32,106.84664,1000000.00000
0.250,0.02016585,0.32,3.61282,1000000.00000
0.250,0.02016585,0.19,132.31279,1000000.00000
0.250,0.02016585,0.30,14.71663,1000000.00000
0.250,0.02016585,0.37,111.61310,1000000.00000
0.250,0.02016585,0.27,135.92471,1000000.00000
0.250,0.02016585,0.04,58.53300,1000000.00000
0.250,0.02016585,0.35,74.13137,1000000.00000
0.250,0.02016585,0.13,143.24268,1000000.00000
0.250,0.02016585,0.38,137.24256,1000000.00000
0.250,0.02016585,0.17,90.56453,1000000.00000
0.250,0.02016585,0.34,120.35578,1000000.00000
0.250,0.02016585,0.14,97.67603,1000000.00000
0.250,0.02016585,0.16,7.33118,1000000.00000
0.250,0.02016585,0.54,75.16454,1000000.00000
0.250,0.02016585,0.55,157.94296,1000000.00000
0.250,0.02016585,0.04,84.99869,1000000.00000
